Strongs,Lgg,X,Word,Pos_Long,Pos_Abbv,Transliteration,Meaning
A147,A,147,אִדַּר,noun fem,n-f.,iddar (id-dar'),"1. ample, i.e. a threshing-floor [(Aramaic) intensive, from a root corresponding to H142] KJV: threshingfloor. Root(s): H142"
A148,A,148,אֲדַרגָּזֵר,noun masc,n-m.,adargazer (ad-ar''-gaw-zare'),"1. a chief diviner, or astrologer [(Aramaic) from the same as H147, and H1505] KJV: judge. Root(s): H147, H1505"
A149,A,149,אַדרַזדָּא,adverb,adv.,adrazda' (ad-raz-daw'),"1. quickly or carefully [(Aramaic) probably of Persian origin] KJV: diligently."""
H150,H,150,אֲדַרכּוֹן,noun masc,n-m.,adarkon (ad-ar-kone'),"1. a daric or Persian coin [of Persian origin] KJV: dram."""
H151,H,151,אֲדוֹרָם,name,n/p.,Adoram (ad-o-rawm'),"1. Adoram (or Adoniram), an Israelite [contracted for H141] KJV: Adoram. Root(s): H141"
H152,H,152,אַדרַמֶּלֶך,name,n/p.,Adrammelek (ad-ram-meh'-lek),"1. splendor of (the) king 2. Adrammelek, the name of an Assyrian idol, also of a son of Sennacherib [from H142 and H4428] KJV: Adrammelech. Root(s): H142, H4428"
A153,A,153,אֶדרָע,noun fem,n-f.,edra` (ed-raw'),"1. an arm 2. (figuratively) power [(Aramaic) an orthographical variation for H1872] KJV: force. Root(s): H1872"""
H154,H,154,אֶדרֶעִי,name/l.,n/l.,edre`iy (ed-reh'-ee),"1. mighty 2. Edrei, the name of two places in Israel [from the equivalent of H153] KJV: Edrei. Root(s): H153"
H155,H,155,אַדֶּרֶת,noun fem,n-f.,addereth (ad-deh'-reth),"1. something ample (as a large vine, a wide dress) 2. (also) the same as H0145 [feminine of H117] KJV: garment, glory, goodly, mantle, robe. Root(s): H117 See also: H145"
H156,H,156,אָדַשׁ,verb-stem,v.,adash (aw-dash'),"1. to tread out (grain) [a primitive root] KJV: thresh."""
H157,H,157,אָהַב אָהֵב,verb,v.,ahab (aw-hab') (or raheb {aw-habe'}),"1. to have affection for (sexually or otherwise) [a primitive root] KJV: (be-)love(-d, -ly, -r), like, friend."
H158,H,158,אַהַב,noun masc,n-m.,ahab (ah'-hab),"1. affection (in a good or a bad sense) [from H157] KJV: love(-r). Root(s): H157"""
H159,H,159,אוֹהַב,noun masc,n-m.,ohab (o'-hab),"1. meaning the same as H0158 [from H156] KJV: love. Root(s): H156 See also: H158"""
H160,H,160,אַהֲבָה,noun fem,n-f.,ahabah (a-hab-aw),"1. love [feminine of H158 and meaning the same] Root(s): H158"""
H161,H,161,אוֹהַד,name,n/p.,Ohad (o'-had),"1. unity 2. Ohad, an Israelite [from an unused root meaning to be united] KJV: Ohad."
H162,H,162,אֲהָהּ,injunction,inj.,ahahh (a-haw'),"1. Oh! [apparently a primitive word expressing pain exclamatorily] KJV: ah, alas."
H163,H,163,אַהֲוָא,name/l.,n/l.,Ahava' (a-hav-aw'),"1. Ahava, a river of Babylonia [probably of foreign origin] KJV: Ahava."
H164,H,164,אֵהוּד,name,n/p.,Ehuwd (ay-hood'),"1. united 2. Ehud, the name of two or three Israelites [from the same as H161] KJV: Ehud. Root(s): H161"
H165,H,165,אֱהִי,adverb,adv.,ehiy (e-hee'),"1. where [apparently an orthographical variation for H346] KJV: I will be (Hos. 13 Root(s): H346 See also: H1961"""
H166,H,166,אָהַל,verb,v.,ahal (aw-hal'),"1. to be clear [a primitive root] KJV: shine."""
H167,H,167,אָהַל,verb,v.,ahal (aw-hal'),"1. to tent [a denominative from H168] KJV: pitch (remove) a tent. Root(s): H168"""
H168,H,168,אוֹהֶל,noun masc,n-m.,ohel (o'-hel),"1. a tent (as clearly conspicuous from a distance) [from H166] KJV: covering, (dwelling)(place), home, tabernacle, tent. Root(s): H166"
H169,H,169,אוֹהֶל,name,n/p.,Ohel (o'-hel),"1. Ohel, an Israelite [the same as H168] KJV: Ohel. Root(s): H168"
H170,H,170,אָהֳלָה אָהֳלָהּ,name,n/p.,"Oholah (o-hol-aw') (in form a feminine of H168, but in fact for .Oholahh {o-hol-aw'})","1. her tent (i.e. idolatrous sanctuary) 2. Oholah, a symbol. name for Samaria [from H168] KJV: Aholah. Root(s): H168, H168"
H171,H,171,אָהֳלִיאָב,name,n/p.,Oholiy'ab (o''-hol-e-awb'),"1. tent of (his) father 2. Oholiab, an Israelite [from H168 and H1] KJV: Aholiab. Root(s): H168, H1"
H172,H,172,אָהֳלִיבָּה אָהֳלִיבָּהּ,name,n/p.,Oholiybah (o''-hol-ee-baw') ((similarly with H170) for hOholiybahh {o''-hol-e-baw'}),"1. my tent (is) in her 2. Oholibah, a symbolic name for Judah [from H168] KJV: Aholibah. Root(s): H168 See also: H170"
H173,H,173,אָהֳלִיבָּמָה,name,n/p.,Oholiybamah (o''-hol-ee-baw-maw'),"1. tent of (the) height 2. Oholibamah, a wife of Esau [from H168 and H1116] KJV: Aholibamah. Root(s): H168, H1116"
H174,H,174,אֲהָלִים אֲהָלוֹת,noun masc,n-m.,ahaliym (a-haw-leem') (or (feminine) ahalowth {a-haw-loth'} (only used thus in the plural)),"1. aloe wood (i.e. sticks) [of foreign origin] KJV: (tree of lign-) aloes."""
H175,H,175,אַהֲרוֹן,name,n/p.,Aharown (a-har-one'),"1. Aharon, the brother of Moses [of uncertain derivation] KJV: Aaron."
H176,H,176,אוֹ אַו,conjuction,conj.,"ow (o) (presumed to be the ""constructive"" or genitival form of -av {av})","1. desire (and so probably in Prov. 31 2. hence (by way of alternative) or, also if [short for H185] KJV: also, and, either, if, at the least, X nor, or, otherwise, then, whether. Root(s): H185"
H177,H,177,אוּאֵל,name,n/p.,Uw'el (oo-ale'),"1. wish of God 2. Uel, and Israelite [from H176 and H410] KJV: Uel. Root(s): H176, H410"
H178,H,178,אוֹב,noun masc,n-m.,owb (obe),"1. (properly) a mumble, i.e. a water skin (from its hollow sound) 2. a necromancer (ventriloquist, as from a jar) [from the same as H1 (apparently through the idea of prattling a father's name)] KJV: bottle, familiar spirit. Root(s): H1"
H179,H,179,אוֹבִיל,name,n/p.,owbiyl (o-beel'),"1. mournful 2. Obil, an Ishmaelite [probably from H56] KJV: Obil. Root(s): H56"
H180,H,180,אוּבָל אוּבָל,noun masc,n-m.,uwbal (oo-bawl') (or (shortened) ubal {oo-bawl'}),"1. a stream [from H2986 (in the sense of H2988)] KJV: river. Root(s): H2986, H2988"
H181,H,181,אוּד,noun masc,n-m.,uwd (ood),"1. a poker (for turning or gathering embers) [from an unused root meaning to rake together] KJV: (fire-)brand."""
H182,H,182,אוֹדוֹת אוֹדוֹת,noun fem,n-f.,owdowth (o-doth') (or (shortened) rodowth {o-doth'} (only thus in the plural)),"1. turnings (i.e. occasions) 2. (adverb) on account of [from the same as H181] KJV: (be-)cause, concerning, sake. Root(s): H181"
H183,H,183,אָוָה,verb,v.,avah (aw-vaw'),"1. to wish for [a primitive root] KJV: covet, (greatly) desire, be desirous, long, lust (after)."
H184,H,184,אָוָה,verb-stem,v.,avah (aw-vaw'),"1. to extend or mark out [a primitive root] KJV: point out."""
H185,H,185,אַוָּה,noun fem,n-f.,avvah (av-vaw'),"1. longing [from H183] KJV: desire, lust after, pleasure. Root(s): H183"
H186,H,186,אוּזַי,name,n/p.,Uwzay (oo-zah'-ee),"1. Uzai, an Israelite [perhaps by permutation for H5813, strong] KJV: Uzai. Root(s): H5813"
H187,H,187,אוּזָל,name,n/p.,Uwzal (oo-zawl'),"1. Uzal, a son of Joktan [of uncertain derivation] KJV: Uzal."
H188,H,188,אוֹי,injunction,inj.,owy (o'-ee),"1. lamentation 2. (interjectionally) Oh! [probably from H183 (in the sense of crying out after)] KJV: alas, woe. Root(s): H183"
H189,H,189,אֱוִי,name,n/p.,Eviy (ev-ee'),"1. desirous 2. Evi, a Midianitish chief [probably from H183] KJV: Evi. Root(s): H183"
H190,H,190,אוֹיָה,injunction,inj.,owyah (o-yaw'),"1. woe [feminine of H188] Root(s): H188"""
H191,H,191,אֱוִיל,adjective,adj.,eviyl (ev-eel'),"1. (figuratively) silly [from an unused root (meaning to be perverse)] KJV: fool(-ish) (man)."""
H192,H,192,אֱוִיל מְרוֹדַך,name,n/p.,Eviyl Mrodak (ev-eel' mer-o-dak'),"1. Evil-Merodak, a Babylonian king [of Aramaic derivation and probably meaning soldier of Merodak] KJV: Evil-merodach."
H193,H,193,אוּל,noun masc,n-m.,uwl (ool),"1. the body (as being rolled together) 2. (also) powerful [from an unused root meaning to twist, by implication, to be strong] KJV: mighty, strength."
H194,H,194,אוּלַי אוּלַי,adverb,adv.,uwlay (oo-lah'ee) (or (shortened) rulay {oo-lah'ee}),"1. if not 2. hence perhaps [from H176] KJV: if so be, may be, peradventure, unless. Root(s): H176"
H195,H,195,אוּלַי,name/l.,n/l.,Uwlay (oo-lah'ee),"1. the Ulai (or Eulaeus), a river of Persia [of Persian derivation] KJV: Ulai."
H196,H,196,אֱוִלִי,adjective,adj.,eviliy (ev-ee-lee'),"1. silly, foolish 2. hence (morally) impious [from H191] KJV: foolish. Root(s): H191"
H197,H,197,אוּלָם אוּלָם,noun masc,n-m.,"uwlam (oo-lawm') (or (shortened) ,ulam {oo-lawm'})","1. a vestibule (as bound to the building) [from H481 (in the sense of tying)] KJV: porch. Root(s): H481"""
H198,H,198,אוּלָם,name,n/p.,Uwlam (oo-lawm'),"1. solitary 2. Ulam, the name of two Israelites [appar, from H481 (in the sense of dumbness)] KJV: Ulam. Root(s): H481"
H199,H,199,אוּלָם,adverb,adv.,uwlam (oo-lawm'),"1. however or on the contrary [apparently a variation of H194] KJV: as for, but, howbeit, in very deed, surely, truly, wherefore. Root(s): H194"
H200,H,200,אִוֶּלֶת,noun fem,n-f.,ivveleth (iv-veh'-leth),"1. silliness [from the same as H191] KJV: folly, foolishly(-ness). Root(s): H191"
H201,H,201,אוֹמָר,name,n/p.,Owmar (o-mawr'),"1. talkative 2. Omar, a grandson of Esau [from H559] KJV: Omar. Root(s): H559"
H202,H,202,אוֹן,noun masc,n-m.,own (one),"1. ability, power, (figuratively) wealth [probably from the same as H205 (in the sense of effort, but successful)] KJV: force, goods, might, strength, substance. Root(s): H205"
H203,H,203,אוֹן,name,n/p.,Own (one),"1. On, an Israelite [the same as H202] KJV: On. Root(s): H202"
H204,H,204,אוֹן אוֹן,name/l.,n/l.,Own (one) (or (shortened) On {one};),"1. On, a city of Egypt [of Egyptian derivation] KJV: On."
H205,H,205,אָוֶן,noun masc,n-m.,aven (aw-ven'),"1. (strictly) nothingness 2. (also) trouble, vanity, wickedness 3. (specifically) an idol [from an unused root perhaps meaning properly, to pant (hence, to exert oneself, usually in vain; to come to naught)] KJV: affliction, evil, false, idol, iniquity, mischief, mourners(-ing), naught, sorrow, unjust, unrighteous, vain ,vanity, wicked(-ness). Compare: H369"
H206,H,206,אָוֶן,name/l.,n/l.,Aven (aw'-ven),"1. idolatry 2. Aven, the contemptuous synonym of three places, one in Coele-Syria, one in Egypt (On), and one in Israel (Bethel) [the same as H205] KJV: Aven. See also H0204, H1007. Root(s): H205 See also: H204, H1007"
H207,H,207,אוֹנוֹ אוֹנוֹ,name/l.,n/l.,Ownow (o-no') (or (shortened) Onow {o-no'}),"1. strong 2. Ono, a place in Israel [prolonged from H202] KJV: Ono. Root(s): H202"
H208,H,208,אוֹנָם,name,n/p.,Ownam (o-nawm'),"1. strong 2. Onam, the name of an Edomite and of an Israelite [a variation of H209] KJV: Onam. Root(s): H209"
H209,H,209,אוֹנָן,name,n/p.,Ownan (o-nawn'),"1. strong 2. Onan, a son of Judah [a variation of H207] KJV: Onan. Root(s): H207"
H210,H,210,אוּפָז,name/l.,n/l.,Uwphaz (oo-fawz'),"1. Uphaz, a famous gold region [perhaps a corruption of H211] KJV: Uphaz. Root(s): H211"
H211,H,211,אוֹפִיר אוֹפִיר אוֹפִר,name,n/p.,Owphiyr (o-feer') (or (shortened) pOphiyr {o-feer'}and fOwphir {o- feer'}),"1. Ophir, the name of a son of Joktan, and of a gold region in the East [of uncertain derivation] KJV: Ophir."
H212,H,212,אוֹפָן אוֹפָן,noun masc,n-m.,owphan (o-fawn') (or (shortened) pophan {o-fawn'}),"1. a wheel [from an unused root meaning to revolve] KJV: wheel."""
H213,H,213,אוּץ,verb-stem,v.,uwts (oots),"1. to press 2. (by implication) to be close, hurry, withdraw [a primitive root] KJV: (make) haste(-n, -y), labor, be narrow."
H214,H,214,אוֹצָר,noun masc,n-m.,owtsar (o-tsaw'),"1. a depository [from H686] KJV: armory, cellar, garner, store(-house), treasure(-house) (-y). Root(s): H686"
H215,H,215,אוֹר,verb,v.,owr (ore),"1. to be (causative, make) luminous (literally and metaphorically) [a primitive root] KJV: X break of day, glorious, kindle, (be, en-, give, show) light (-en, -ened), set on fire, shine."
H216,H,216,אוֹר,noun fem,n-f.,owr (ore),"1. illumination 2. (concretely) luminary (in every sense, including lightning, happiness, etc.) [from H215] KJV: bright, clear, + day, light (-ning), morning, sun. Root(s): H215"
H217,H,217,אוּר,noun masc,n-m.,uwr (ore),"1. flame 2. hence (in the plural) the East (as being the region of light) [from H215] KJV: fire, light. See also H0224. Root(s): H215 See also: H224"
H218,H,218,אוּר,name/l.,n/l.,Uwr (oor),"1. Ur, a place in Chaldaea 2. (also) an Israelite [the same as H217] KJV: Ur. Root(s): H217"
H219,H,219,אוֹרָה,noun fem,n-f.,owrah (o-raw'),"1. luminousness 2. (figuratively) prosperity 3. (also) a plant (as being bright) [feminine of H216] KJV: herb, light. Root(s): H216"
H220,H,220,אֲוֵרָה,noun fem,n-f.,averah (av-ay-raw'),"1. a stall [by transposition for H723] KJV: cote. Root(s): H723"""
H221,H,221,אוּרִי,name,n/p.,Uwriy (oo-ree'),"1. fiery 2. Uri, the name of three Israelites [from H217] KJV: Uri. Root(s): H217"
H222,H,222,אוּרִיאֵל,name,n/p.,Uwriy'el (oo-ree-ale'),"1. flame of God 2. Uriel, the name of two Israelites [from H217 and H410] KJV: Uriel. Root(s): H217, H410"
H223,H,223,אוּרִיָה אוּרִיָהוּ,name,n/p.,Uwriyah (oo-ree-yaw') (or (prolonged) Uwriyahuw {oo-ree-yaw'-hoo}),"1. flame of Jah 2. Urijah, the name of one Hittite and five Israelites [from H217 and H3050] KJV: Uriah, Urijah. Root(s): H217, H3050"
H224,H,224,אוּרִים,noun masc,n-m.,Uwriym (oo-reem'),"1. lights 2. Urim, the oracular brilliancy of the figures in the high-priest's breastplate [plur of H217] KJV: Urim. Root(s): H217"
H225,H,225,אוּת,verb-stem,v.,uwth (ooth),"1. (properly) to come 2. (implied) to assent [a primitive root] KJV: consent."""
H226,H,226,אוֹת,noun fem,n-f.,owth (oth),"1. a signal (literally or figuratively), as a flag, beacon, monument, omen, prodigy, evidence, etc [probably from H225 (in the sense of appearing)] KJV: mark, miracle, (en-)sign, token. Root(s): H225"
H227,H,227,אָז,adverb,adv.,az (awz),"1. at that time or place 2. (as a conjunction) therefore [a demonstrative adverb] KJV: beginning, for, from, hitherto, now, of old, once, since, then, at which time, yet."
A228,A,228,אֲזָא אֲזָה,verb-stem,v.,aza' (az-zaw') ((Aramaic) or iazah (Aramaic) {az-aw'}),"1. to kindle 2. (by implication) to heat [a primary root] KJV: heat, hot."
H229,H,229,אֶזבַּי,name,n/p.,Ezbay (ez-bah'ee),"1. hyssop-like 2. Ezbai, an Israelite [probably from H231] KJV: Ezbai. Root(s): H231"
A230,A,230,אֲזָד,verb,v.,azad (az-zawd'),"1. firm [(Aramaic) of uncertain derivation] KJV: be gone."""
H231,H,231,אֵזוֹב,noun masc,n-m.,ezowb (ay-zobe'),"1. hyssop [probably of foreign derivation] KJV: hyssop."""
H232,H,232,אֵזוֹר,noun masc,n-m.,ezowr (ay-zore'),"1. something girt 2. a belt, also a band [from H246] KJV: girdle. Root(s): H246"
H233,H,233,אֲזַי,adverb,adv.,azay (az-ah'ee),"1. at that time [probably from H227] KJV: then. Root(s): H227"""
H234,H,234,אַזכָּרָה,noun fem,n-f.,azkarah (az-kaw-raw'),"1. a reminder 2. specifically remembrance- offering [from H2142] KJV: memorial. Root(s): H2142"""
H235,H,235,אָזַל,verb-stem,v.,azal (aw-zal'),"1. to go away 2. (hence) to disappear [a primitive root] KJV: fail, gad about, go to and fro (but in Ezek. 27"
A236,A,236,אֲזַל,verb,v.,azal (az-al'),"1. to depart [(Aramaic) the same as H235] KJV: go (up). Root(s): H235"""
H237,H,237,אֶזֶל,name/l.,n/l.,ezel (eh'-zel),"1. departure 2. Ezel, a memorial stone in Israel [from H235] KJV: Ezel. Root(s): H235"
H238,H,238,אָזַן,verb,v.,azan (aw-zan'),"1. to broaden out the ear (with the hand) 2. (by implication) to listen [a primitive root, probably to expand; but used only as a denominative from H241] KJV: give (perceive by the) ear, hear(-ken). See H0239. Root(s): H241 See also: H239"
H239,H,239,אָזַן,verb,v.,azan (aw-zan'),"1. to weigh 2. (figuratively) ponder [a primitive root (rather identical with H238 through the idea of scales as if two ears)] KJV: give good head. Root(s): H238"""
H240,H,240,אָזֵן,noun masc,n-m.,azen (aw-zane'),"1. a spade or paddle (as having a broad end) [from H238] KJV: weapon. Root(s): H238"""
H241,H,241,אוֹזֶן,noun fem,n-f.,ozen (o'-zen),"1. broadness 2. (concretely) the ear (from its form in man) [from H238] KJV: + advertise, audience, + displease, ear, hearing, + show. Root(s): H238"
H242,H,242,אוּזֵּן שֶׁאֱרָה,name/l.,n/l.,Uzzen She'erah (ooz-zane' sheh-er-aw'),"1. plat of Sheerah (i.e. settled by him) 2. Uzzen-Sheerah, a place in Israel [from H238 and H7609] KJV: Uzzen-sherah. Root(s): H238, H7609"
H243,H,243,אַזנוֹת תָּבוֹר,name/l.,n/l.,Aznowth Tabowr (az-noth' taw-bore'),"1. flats (i.e. tops) of Tabor (i.e. situated on it) 2. Aznoth-Tabor, a place in Israel [from H238 and H8396] KJV: Aznoth-tabor. Root(s): H238, H8396"
H244,H,244,אָזנִי,name,n/p.,Ozniy (oz-nee'),"1. having (quick) ears 2. Ozni, an Israelite 3. (also) an Oznite 4. (collectively) his descendants [from H241] KJV: Ozni, Oznites. Root(s): H241"
H245,H,245,אֲזַניָה,name,n/p.,Azanyah (az-an-yaw'),"1. heard by Jah 2. Azanjah, an Israelite [from H238 and H3050] KJV: Azaniah. Root(s): H238, H3050"
H246,H,246,אֲזִקִּים,noun masc,n-m.,aziqqiym (az-ik-keem'),"1. manacles [a variation for H2131] KJV: chains. Root(s): H2131"""
H247,H,247,אָזַר,verb,v.,azar (aw-zar'),"1. to belt [a primitive root] KJV: bind (compass) about, gird (up, with)."
H248,H,248,אֶזרוַֹע,noun fem,n-f.,ezrowa` (ez-ro'-a),"1. the arm [a variation for H2220] KJV: arm. Root(s): H2220"""
H249,H,249,אֶזרָח,noun masc,n-m.,ezrach (ez-rawkh'),"1. a spontaneous growth 2. native (tree or persons) [from H2224 (in the sense of springing up)] KJV: bay tree, (home-)born (in the land), of the (one's own) country (nation). Root(s): H2224"
H250,H,250,אֶזרָחִי,adjective,adj.,Ezrachiy (ez-raw-khee'),"1. an Ezrachite or descendant of Zerach [patronymic from H2246] KJV: Ezrahite. Root(s): H2246"""
H251,H,251,אָח,noun masc,n-m.,ach (awkh),"1. a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like H0001)) [a primitive word] KJV: another, brother(-ly); kindred, like, other. Compare: also, the, proper, names, beginning, with, ""Ah-"", or, ""Ahi-"" See also: H1"
A252,A,252,אַח,noun masc,n-m.,ach (akh),"1. brother [(Aramaic) corresponding to H251] Root(s): H251"""
H253,H,253,אָח,injunction,inj.,ach (awkh),"1. Oh! (expressive of grief or surprise) [a variation for H162] KJV: ah, alas. Root(s): H162"
H254,H,254,אָח,noun fem,n-f.,ach (awkh),"1. a fire-pot or chafing dish [of uncertain derivation] KJV: hearth."""
H255,H,255,אוַֹח,noun masc,n-m.,oach (o'-akh),"1. a howler or lonesome wild animal [probably from H253] KJV: doleful creature. Root(s): H253"""
H256,H,256,אַחאָב אֶחָב,name,n/p.,Ach'ab (akh-awb') (once (by contraction) oEchab (Jer. 29),"1. brother (i.e. friend) of (his) father 2. Achab, the name of a king of Israel and of a prophet at Babylon [from H251 and H1] KJV: Ahab. Root(s): H251, H1"
H257,H,257,אַחבָּן,name,n/p.,Achban (akh-bawn'),"1. brother (i.e. possessor) of understanding 2. Achban, an Israelite [from H251 and H995] KJV: Ahban. Root(s): H251, H995"
H258,H,258,אָחַד,verb,v.,achad (aw-khad'),"1. to unify 2. (figuratively) collect (one's thoughts) [perhaps a primitive root] KJV: go one way or other."""
